,access,air_conditioning,alt_name,amenity,area,backrest,bench,bin,boundingbox,bridge,building,building:colour,building:levels,building:part,building:roof,bus,camera:angle,city,colour,contact:website,covered,description,display_name,drinking_water,ele,emergency,fee,fireplace,fixme,genus,geometry,height,highway,historic,indoor,information,int_name,internet_access,layer,leaf_cycle,leaf_type,leisure,level,lit,lockable,man_made,material,min_height,name,name:en,name:fr,name:ja,name:ja-Hira,name:ja-Latn,name:ja_kana,name:ja_rm,natural,nodes,note,note:ja,opening_hours,operator,passenger_information_display,picnic_table,place,playground,playground:theme,points,postcode,province,public_transport,railway,ref,roof,roof:colour,roof:material,roof:shape,room,seat,seats,shelter,shelter_type,smoking,source,source:geometry,source:landuse,source_ref,species,species:en,species:ja,sport,start_date,surface,table,taxon,toilets,toilets:access,tourism,train,type,ways,website,wheelchair,wikidata,wikipedia
"('way', 873032339)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"美郷町, 仙北郡, 秋田県, 019-1502, 日本",,,,,,,,"POLYGON ((140.6112528 39.4154847, 140.6112742 39.4154529, 140.6113235 39.4154726, 140.6113021 39.4155045, 140.6112528 39.4154847))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8129703151, 8129703152, 8129703153, 8129703154, 8129703151]",,,,,,,Akita,,,POINT (140.6112881582484 39.41547868192167),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 873032350)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"美郷町, 仙北郡, 秋田県, 019-1502, 日本",,,,,,,,"POLYGON ((140.6179331 39.4069511, 140.6179799 39.4069209, 140.6180192 39.4069573, 140.6179724 39.4069875, 140.6179331 39.4069511))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8129703219, 8129703220, 8129703221, 8129703222, 8129703219]",,,,,,,Akita,,,POINT (140.61797615 39.4069542),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 873032380)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"産直, 花巻大曲線, 美郷町, 仙北郡, 秋田県, 019-1502, 日本",,,,,,,,"POLYGON ((140.6130271 39.4095033, 140.6130291 39.4094611, 140.6130801 39.4094625, 140.6130781 39.4095048, 140.6130271 39.4095033))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8129703391, 8129703392, 8129703393, 8129703394, 8129703391]",,,,,,,Akita,,,POINT (140.6130536100302 39.40948292561198),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 943246770)",,,,shelter,,,,,"['39.3731422', '39.3732422', '140.5713928', '140.5714928']",,yes,,,,,,,横手市,,,,,"征清記念碑, 国道13号, 金沢本町, 横手市, 秋田県, 013-0002, 日本",,,,,,,,"POLYGON ((140.5714045 39.3733351, 140.5714032 39.3732959, 140.5714595 39.3732948, 140.5714608 39.3733341, 140.5714045 39.3733351))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8733899507, 8733899508, 8733899509, 8733899510, 8733899507]",,,,,,,Akita,,,POINT (140.5714320119396 39.37331497458491),013-0002,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 945675402)",,,,shelter,,,,,"['39.528612', '39.5293554', '140.586276', '140.589338']",,yes,,,,,,,大仙市,,,,,"上仲嶋, 大仙市, 秋田県, 014-0202, 日本",,,,,,,,"POLYGON ((140.5875435 39.5286716, 140.5875801 39.5286352, 140.5876229 39.5286608, 140.5875863 39.5286972, 140.5875435 39.5286716))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8754734788, 8754734789, 8754734790, 8754734791, 8754734788]",,,,,,,Akita,,,POINT (140.5875832 39.5286662),014-0202,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1004434043)",,,,shelter,,,,,"['39.4616478', '39.4623528', '140.4820691', '140.4830269']",,yes,,,,,,,大仙市,,,,,"大曲黒瀬町, 大仙市, 秋田県, 014-0027, 日本",,,,,,,,"POLYGON ((140.4827299 39.4616967, 140.4827686 39.4616809, 140.4827884 39.4617097, 140.4827497 39.4617255, 140.4827299 39.4616967))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9267544125, 9267544126, 9267544127, 9267544128, 9267544125]",,,,,,,Akita,,,POINT (140.48275915 39.4617032),014-0027,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6813373082)",,,,shelter,,,,,"['39.8051524', '39.8052596', '140.7796268', '140.7801187']",,,,,,,,,仙北市,,,,,"鶴の湯, 西山生保内線, 仙北市, 秋田県, 0141201, 日本",,,,,,,,POINT (140.7795627 39.805109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.7795627 39.805109),0141201,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7094968273)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"田沢湖生保内, 仙北市, 秋田県, 日本",,,,,,,,POINT (140.7352296 39.7073381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.7352296 39.7073381),,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7094968283)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"仙北市, 秋田県, 日本",,,,,,,,POINT (140.737715 39.7067948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.737715 39.7067948),,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7094968284)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"仙北市, 秋田県, 日本",,,,,,,,POINT (140.7407343 39.7052393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.7407343 39.7052393),,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7094969685)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"仙北市, 秋田県, 日本",,,,,,,,POINT (140.7415753 39.7057412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.7415753 39.7057412),,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7109337156)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"旧国道, 仙北市, 秋田県, 日本",,,,,,,,POINT (140.6417844 39.8264546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.6417844 39.8264546),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7236284894)",,,,shelter,,,,,"['39.7391657', '39.7392508', '140.7228592', '140.7229697']",,,,,,,,,仙北市,,,,,"金色大観音, 駒ヶ岳線, 仙北市, 秋田県, 0141201, 日本",,,,,,,,POINT (140.7244028 39.7394631),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.7244028 39.7394631),0141201,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7236284978)",,,,shelter,,,,,"['39.7389353', '39.7413704', '140.7253898', '140.7275243']",,,,,,,,,仙北市,,,,,"仙北市, 秋田県, 0141201, 日本",,,,,,,,POINT (140.7262468 39.7417159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.7262468 39.7417159),0141201,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7424323589)",,,,shelter,,,,,[],,,,,,,,,北秋田市,,,,,"根森田山下, 北秋田市, 秋田県, 日本",,,,,,,,POINT (140.4552014 40.0375682),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.4552014 40.0375682),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7425426421)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"釣り堀, 国道341号, 仙北市, 秋田県, 日本",,,,,,,,POINT (140.6899261 39.8947178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.6899261 39.8947178),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7425426500)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"仙北市, 秋田県, 日本",,,,,,,,POINT (140.6905483 39.8964793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.6905483 39.8964793),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7425426501)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"国道341号, 仙北市, 秋田県, 日本",,,,,,,,POINT (140.6899958 39.8965493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.6899958 39.8965493),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7425426502)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"仙北市, 秋田県, 日本",,,,,,,,POINT (140.6907093 39.8961459),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.6907093 39.8961459),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 292872730)",,,,shelter,,,,,"['39.7583204', '39.7584136', '140.8020001', '140.802124']",,yes,,2,,,,,仙北市,,,,,"駒ヶ岳避難小屋, 駒ヶ岳線, 仙北市, 秋田県, 0141201, 日本",,,,,,,,"POLYGON ((140.8020001 39.7583863, 140.8020338 39.7583204, 140.802124 39.7583476, 140.8020902 39.7584136, 140.8020001 39.7583863))",,,,,,,,,,,,,,,,,,駒ヶ岳避難小屋,,,,,Komagatake Hinangoya,,,,"[2964281290, 2964281291, 2964281292, 2964281293, 2964281290]",,,,,,,Akita,,,POINT (140.8020620391663 39.75836697630559),0141201,秋田県,,,,,,,,,,,,basic_hut,,bing 2017,,,,,,,,,,,,,,,,,,,,,
"('way', 537976444)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"阿仁避難小屋, 中村登山道, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.534517 39.9754453, 140.5345212 39.9753929, 140.5345942 39.9753963, 140.53459 39.9754488, 140.534517 39.9754453))",,,,,,,,,,,,,,,,,,阿仁避難小屋,,,,,,,,,"[5208406949, 5208406948, 5208406947, 5208406946, 5208406949]",,,,,,,Akita,,,POINT (140.5345556115164 39.97542082602373),,秋田県,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,,,,,,,,,,
"('way', 537976449)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"森吉避難小屋, 松倉登山道, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.528511 39.9805563, 140.5285232 39.9805002, 140.5286786 39.9805201, 140.5286664 39.9805762, 140.528511 39.9805563))",,,,,,,,,,,,,,,,,,森吉避難小屋,,,,,,,,,"[5208407022, 5208407021, 5208407020, 5208407019, 5208407022]",,,,,,,Akita,,,POINT (140.5285948 39.98053819999999),,秋田県,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,,,,,,,,,,
"('way', 549957326)",,,,shelter,,,,,[],,,,,,,,,鹿角市,,,,,"大場谷地自然探勝路, 鹿角市, 秋田県, 日本",,,,,,,,"POLYGON ((140.7490593 39.9905945, 140.7490794 39.9905656, 140.7491178 39.9905813, 140.7490977 39.9906102, 140.7490593 39.9905945))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5312371868, 5312371867, 5312371866, 5312371865, 5312371868]",,,,,,,Akita,,,POINT (140.74908855 39.9905879),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 550151688)",,,,shelter,,,,,[],,yes,,1,,,,,鹿角市,,,,,"焼山避難小屋, 国道341号, 鹿角市, 秋田県, 日本",,,,,,,,"POLYGON ((140.7630824 39.9645782, 140.7631006 39.9645274, 140.7631721 39.9645424, 140.7631538 39.9645933, 140.763115 39.9645851, 140.7630824 39.9645782))",,,,,,,,,,,,,,,,,,焼山避難小屋,,,,,Yakeyamahinangoya,,,,"[5313832761, 5313832760, 5313832759, 5313832758, 5313832757, 5313832761]",,,,,,,Akita,,,POINT (140.7631272389274 39.9645603255312),,秋田県,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,,,,,,,,,,
"('way', 660933738)",,,,shelter,,,,,[],,yes,,2,,,,,仙北市,,,,,"田代平避難小屋, 西山生保内線, 仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.8284262 39.8097811, 140.8284664 39.8097815, 140.8284675 39.8097179, 140.8284273 39.8097175, 140.8284262 39.8097811))",,,,,,,,,,,,,,,,,,田代平避難小屋,,,,,,,,,"[6187918069, 6187918068, 6187918067, 6187918066, 6187918069]",,,,,,,Akita,,,POINT (140.82844685 39.8097495),,秋田県,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,yes,,,,,,,,,
"('way', 757634182)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"Tawazako Tourist information center Folake, 国道341号, 田沢湖生保内, 仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.7224246 39.7001156, 140.7225343 39.700146, 140.7225429 39.7001277, 140.7224332 39.7000973, 140.7224246 39.7001156))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6813373040, 7075227027, 7075227026, 7075227025, 6813373040]",,,,,,,Akita,,,POINT (140.72248375 39.70012164999999),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 757634185)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.7223526 39.6995684, 140.7224265 39.6995038, 140.7223999 39.6994858, 140.722326 39.6995504, 140.7223526 39.6995684))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7075227041, 7075227040, 7075227039, 7075227038, 7075227041]",,,,,,,Akita,,,POINT (140.72237625 39.69952709999999),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 757634186)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"田沢湖駅前, 国道341号, 田沢湖生保内, 仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.722184 39.699705, 140.7222579 39.6996404, 140.7222313 39.6996224, 140.7221574 39.699687, 140.722184 39.699705))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7075227045, 7075227044, 7075227043, 7075227042, 7075227045]",,,,,,,Akita,,,POINT (140.72220765 39.6996637),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 757634187)",,,,shelter,,,,,[],,,,,,,,,仙北市,,,,,"田沢湖駅前, 国道341号, 田沢湖生保内, 仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.7220293 39.6998625, 140.7220915 39.6997901, 140.7220616 39.699775, 140.7219995 39.6998474, 140.7220293 39.6998625))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6813397696, 7075227048, 7075227047, 7075227046, 6813397696]",,,,,,,Akita,,,POINT (140.7220454883092 39.69981873652046),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 775664487)",,,,shelter,,,,,[],,yes,,,,,,,仙北市,,,,,"社務所, 田沢湖西木線, 仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.6502459 39.7510624, 140.6503423 39.7510766, 140.6503587 39.7510104, 140.6502623 39.7509963, 140.6502459 39.7510624))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7236268831, 7236268832, 7236268833, 7236268834, 7236268831]",,,,,,,Akita,,,POINT (140.6503023113785 39.7510364280879),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 793705447)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"比内森吉線, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.4801872 40.0441416, 140.480206 40.0441642, 140.4802409 40.0441663, 140.4802543 40.0441355, 140.4802409 40.0441129, 140.4802033 40.0441129, 140.4801872 40.0441416))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7424323649, 7424323650, 7424323651, 7424323652, 7424323653, 7424323654, 7424323649]",,,,,,,Akita,,,POINT (140.4802218475197 40.04413881587983),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 807531243)",,,,shelter,,,,,[],,yes,,,,,,,仙北市,,,,,"仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.6361059 39.8321523, 140.6361461 39.8321822, 140.6361824 39.8321533, 140.6361421 39.8321235, 140.6361059 39.8321523))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7551613527, 7551613528, 7551613529, 7551613530, 7551613527]",,,,,,,Akita,,,POINT (140.6361441344849 39.83215283356625),,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 815316294)",,,,shelter,,,,,[],,yes,,,,,,,仙北市,,,,,"大白森避難小屋, 西山生保内線, 仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.7867437 39.8533301, 140.7868648 39.8534157, 140.7869377 39.8533548, 140.7868166 39.8532693, 140.7867437 39.8533301))",,,,,,,,,,,,,,,,,,大白森避難小屋,,,,,,,,,"[7615170114, 7615170115, 7615170116, 7615170117, 7615170114]",,,,,,,Akita,,,POINT (140.7868407057273 39.85334248406253),,秋田県,,,,,,,,,,,,basic_hut,,GSImaps/std,,,,,,,,,,,,,,,,,,,,,
"('way', 825399419)",,,,shelter,,,,,"['39.7452265', '39.7453265', '140.7207039', '140.7208039']",,yes,,,,,,,仙北市,,,,,"下高野, 駒ヶ岳線, 仙北市, 秋田県, 0141201, 日本",,,,,,,,"POLYGON ((140.7207372 39.745267, 140.7207674 39.7452599, 140.7207788 39.7452887, 140.7207487 39.7452958, 140.7207372 39.745267))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7707033114, 7707033115, 7707033116, 7707033117, 7707033114]",,,,,,,Akita,,,POINT (140.7207580202277 39.74527784316363),0141201,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 837055349)",,,,shelter,,,,,[],,yes,,,,,,,仙北市,,,,,"仙北市, 秋田県, 日本",,,,,,,,"POLYGON ((140.6495993 39.7514887, 140.6495859 39.7514561, 140.6496373 39.7514436, 140.6496507 39.7514763, 140.6495993 39.7514887))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7812263126, 7812263127, 7812263128, 7812263129, 7812263126]",,,,,,,Akita,,,POINT (140.6496183111217 39.75146617013362),,秋田県,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7180755116)",,,,shelter,,,,,[],,,,,,,,,大館市,,,,,"大館市, 秋田県, 日本",,,,,,,,POINT (140.4464019 40.2917391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.4464019 40.2917391),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7180755243)",,,,shelter,,,,,[],,,,,,,,,大館市,,,,,"田代オートキャンプ場, 白沢田代線, 代野, 大館市, 秋田県, 日本",,,,,,,,POINT (140.447802 40.2931446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.447802 40.2931446),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7180769701)",,,,shelter,,,,,[],,,,,,,,,大館市,,,,,"大館市, 秋田県, 日本",,,,,,,,POINT (140.4715022 40.3814987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.4715022 40.3814987),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7425213736)",,,,shelter,,,,,[],,,,,,,,,鹿角市,,,,,"アスレチック場, 田山花輪線, 鹿角市, 秋田県, 日本",,,,,,,,POINT (140.8196331 40.1872971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.8196331 40.1872971),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7612335450)",,,,shelter,,,,,[],,,,,,,,,鹿角市,,,,,"鹿角市, 秋田県, 日本",,,,,,,,POINT (140.8411158 40.3000203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.8411158 40.3000203),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7612335451)",,,,shelter,,,,,[],,,,,,,,,鹿角市,,,,,"大湯リハビリ温泉病院, 国道103号, 鹿角市, 秋田県, 日本",,,,,,,,POINT (140.8407242 40.2999528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (140.8407242 40.2999528),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 775916888)",,,,shelter,,,,,[],,yes,,,,,,,大館市,,,,,"一通, 大館市, 秋田県, 日本",,,,,,,,"POLYGON ((140.5210923 40.2180429, 140.5210634 40.217969, 140.5209464 40.2179957, 140.5209753 40.2180696, 140.5210923 40.2180429))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7238552537, 7238552538, 7238552539, 7238552540, 7238552537]",,,,,,,Akita,,,POINT (140.52101935 40.21801929999999),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 793795504)",,,,shelter,,,,,[],,yes,,,,,,,鹿角市,,,,,"アスレチック場, 田山花輪線, 鹿角市, 秋田県, 日本",,,,,,,,"POLYGON ((140.8205556 40.1882495, 140.8205757 40.1882064, 140.8206352 40.1882226, 140.8206151 40.1882657, 140.8205556 40.1882495))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7425213795, 7425213796, 7425213797, 7425213798, 7425213795]",,,,,,,Akita,,,POINT (140.8205954 40.18823605),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 793795506)",,,,shelter,,,,,[],,yes,,,,,,,鹿角市,,,,,"アスレチック場, 田山花輪線, 鹿角市, 秋田県, 日本",,,,,,,,"POLYGON ((140.8208194 40.1876631, 140.8208731 40.1876872, 140.8209046 40.1876463, 140.8208509 40.1876222, 140.8208194 40.1876631))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7425213830, 7425213831, 7425213832, 7425213833, 7425213830]",,,,,,,Akita,,,POINT (140.820862 40.1876547),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 793800735)",,,,shelter,,,,,[],,yes,,,,,,,鹿角市,,,,,"鹿角市, 秋田県, 日本",,,,,,,,"POLYGON ((140.8204919 40.1894693, 140.8205629 40.1894696, 140.8205626 40.1895193, 140.8204916 40.1895191, 140.8204919 40.1894693))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7425259140, 7425259141, 7425259142, 7425259143, 7425259140]",,,,,,,Akita,,,POINT (140.8205272381076 40.18949432492292),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 798415377)",,,,shelter,,,,,[],,yes,,,,,,,大館市,,,,,"大葛温泉, 大館市, 秋田県, 日本",,,,,,,,"POLYGON ((140.6779491 40.1265656, 140.6779616 40.1266559, 140.6780715 40.126647, 140.6780589 40.1265567, 140.6779491 40.1265656))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7467595588, 7467595589, 7467595590, 7467595591, 7467595588]",,,,,,,Akita,,,POINT (140.6780102767536 40.12660630670816),,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 815871639)",,,,shelter,,,,,[],,yes,,,,,,,鹿角市,,,,,"土ヶ久保, 鹿角市, 秋田県, 日本",,,,,,,,"POLYGON ((140.768518 40.269402, 140.7685197 40.2694414, 140.7685694 40.2694401, 140.7685677 40.2694007, 140.768518 40.269402))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7619850515, 7619850516, 7619850517, 7619850518, 7619850515]",,,,,,,Akita,,,POINT (140.7685437 40.26942104999999),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 836053774)",,,,shelter,,,,,"['40.1886679', '40.1909391', '140.7932436', '140.7966631']",,yes,,,,,,,鹿角市,,,,,"鹿角市, 秋田県, 018-5202, 日本",,,,,,,,"POLYGON ((140.7961274 40.1909631, 140.7961267 40.1909068, 140.7961883 40.1909063, 140.7961891 40.1909626, 140.7961274 40.1909631))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7803455276, 7803455277, 7803455278, 7803455279, 7803455276]",,,,,,,Akita,,,POINT (140.7961578751754 40.19093470760874),018-5202,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 836053775)",,,,shelter,,,,,"['40.1886679', '40.1909391', '140.7932436', '140.7966631']",,yes,,,,,,,鹿角市,,,,,"鹿角市, 秋田県, 018-5202, 日本",,,,,,,,"POLYGON ((140.7955257 40.1909505, 140.7955393 40.1908966, 140.7956048 40.1909062, 140.7955912 40.1909601, 140.7955257 40.1909505))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7803455280, 7803455281, 7803455282, 7803455283, 7803455280]",,,,,,,Akita,,,POINT (140.79556525 40.19092834999999),018-5202,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 836053777)",,,,shelter,,,,,"['40.1912442', '40.1913442', '140.7943843', '140.7944843']",,yes,,,,,,,鹿角市,,,,,"櫻山護國神社, 十二所花輪大湯線, 鹿角市, 秋田県, 018-5202, 日本",,,,,,,,"POLYGON ((140.7945202 40.1911415, 140.7945262 40.1910974, 140.7945844 40.191102, 140.7945785 40.1911461, 140.7945202 40.1911415))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7803474388, 7803474389, 7803474390, 7803474391, 7803474388]",,,,,,,Akita,,,POINT (140.7945523232977 40.19112175617458),018-5202,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 836053781)",,,,shelter,,,,,"['40.1912442', '40.1913442', '140.7943843', '140.7944843']",,yes,,,,,,,鹿角市,,,,,"櫻山護國神社, 十二所花輪大湯線, 鹿角市, 秋田県, 018-5202, 日本",,,,,,,,"POLYGON ((140.7940591 40.1915146, 140.7940588 40.1914926, 140.7940829 40.1914923, 140.7940833 40.1915143, 140.7940591 40.1915146))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7803474406, 7803474407, 7803474408, 7803474409, 7803474406]",,,,,,,Akita,,,POINT (140.7940710252344 40.19150345758853),018-5202,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
