,access,air_conditioning,alt_name,amenity,area,backrest,bench,bin,boundingbox,bridge,building,building:colour,building:levels,building:part,building:roof,bus,camera:angle,city,colour,contact:website,covered,description,display_name,drinking_water,ele,emergency,fee,fireplace,fixme,genus,geometry,height,highway,historic,indoor,information,int_name,internet_access,layer,leaf_cycle,leaf_type,leisure,level,lit,lockable,man_made,material,min_height,name,name:en,name:fr,name:ja,name:ja-Hira,name:ja-Latn,name:ja_kana,name:ja_rm,natural,nodes,note,note:ja,opening_hours,operator,passenger_information_display,picnic_table,place,playground,playground:theme,points,postcode,province,public_transport,railway,ref,roof,roof:colour,roof:material,roof:shape,room,seat,seats,shelter,shelter_type,smoking,source,source:geometry,source:landuse,source_ref,species,species:en,species:ja,sport,start_date,surface,table,taxon,toilets,toilets:access,tourism,train,type,ways,website,wheelchair,wikidata,wikipedia
"('node', 4191410981)",,,,shelter,,,,,[],,,,,,,,,大田区,,,,,"浜辺橋 (hamabe bashi), 平和島五丁目, ふるさとの浜辺公園, 大田区, 東京都, 145-0012, 日本",,,,,,,,POINT (139.7425504 35.5743477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7425504 35.5743477),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 4193568487)",,,,shelter,,,,,[],,,,,,,,,品川区,,,,,"勝平橋, 首都高速1号羽田線, 八潮五丁目, 勝島三丁目, 品川区, 東京都, 〒140-0012, 日本",,,,,,,,POINT (139.7391269 35.5885983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7391269 35.5885983),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 4208839991)",,,,shelter,,,,,[],,,,,,,,,品川区,,,,,"南大井二丁目, 品川区, 東京都, 140-0013, 日本",,,,,,,,POINT (139.7375946 35.5904481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7375946 35.5904481),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 4210935690)",,,,shelter,,,,,[],,,,,,,,,江東区,,,,,"大島三丁目, 江東区, 東京都, 136-0072, 日本",,,,,,,,POINT (139.8266545 35.6930253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.8266545 35.6930253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4231588280)",,,,shelter,,,,,[],,,,,,,,,品川区,,,,,"八潮四丁目, Yashio, 品川区, 東京都, 1400003, 日本",,,,,,,,POINT (139.7514319 35.5850929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7514319 35.5850929),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 4231588287)",,,,shelter,,,,,[],,,,,,,,,品川区,,,,,"自然観察路, 八潮四丁目, Yashio, 品川区, 東京都, 1400003, 日本",,,,,,,,POINT (139.748916 35.5932496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.748916 35.5932496),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 4343784091)",,,,shelter,,,,,[],,,,,,,,,新宿区,,,,,"四谷三栄町, 新宿区, 東京都, 1600004, 日本",,,,,,,,POINT (139.7248792 35.6886539),,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7248792 35.6886539),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4440261989)",,,,shelter,,,,,[],,,,,,,,,多摩市,,,,,"ひじり坂, 馬引沢二丁目, 多摩市, 東京都, 206-0023, 日本",,,,,,,,POINT (139.4597069 35.6340902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4597069 35.6340902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4470983140)",,,,shelter,,,,,"['35.5746157', '35.5747157', '139.4882298', '139.4883298']",,,,,,,,,町田市,,,,,"四阿, ゆりの木通り, 岡上, 麻生区, 町田市, 東京都, 神奈川県, 1950055, 日本",,,,,,,,POINT (139.4882798 35.5746657),,,,,,,,,,,,,,,,,,四阿,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4882798 35.5746657),1950055,神奈川県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4496714521)",,,,shelter,,,,,[],,,,,,,,,多摩市,,,,,"旧多摩聖蹟記念館, ひじり坂, 馬引沢二丁目, 多摩市, 東京都, 206-0023, 日本",,,,,,,,POINT (139.460063 35.6376715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.460063 35.6376715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4496722091)",,,,shelter,,,,,[],,,,,,,,,多摩市,,,,,"旧多摩聖蹟記念館, ひじり坂, 馬引沢二丁目, 多摩市, 東京都, 206-0023, 日本",,,,,,,,POINT (139.4597191 35.638059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4597191 35.638059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4622777297)",,,,shelter,,,,,[],,,,,,,,,世田谷区,,,,,"池尻二丁目, 世田谷区, 東京都, 154-0001, 日本",,,,,,,,POINT (139.6808541 35.6469931),,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.6808541 35.6469931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4631557046)",,,,shelter,,,,,[],,,,,,,,,町田市,,,,,"南成瀬五丁目, 町田市, 東京都, 194-0045, 日本",,,,,,,,POINT (139.4770518 35.5361171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4770518 35.5361171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4706268654)",,,,shelter,,,,,[],,,,,,,,,稲城市,,,,,"稲城市立病院, 川崎街道, 大丸, 稲城市, 東京都, 206-0803, 日本",,,,,,,,POINT (139.4860182 35.6473306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4860182 35.6473306),,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4706702389)",,,,shelter,,,,,[],,,,,,,,,練馬区,,,,,"春日町二丁目, 練馬区, 東京都, 179-0085, 日本",,,,,,,,POINT (139.6494789 35.7551375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.6494789 35.7551375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4708754811)",,,,shelter,,,,,[],,,,,,,,,港区,,,,,"八芳園, 1, 目黒通り, 白金台四丁目, 品川, 港区, 東京都, 108-8631, 日本",,,,,,,,POINT (139.729237 35.638356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.729237 35.638356),,,,,,,,,,,,,,Wetterpilz,,,,,,,,,,,,,,,,,,,,http://wetterpilze.de/HappoEnTokio.shtml,,,
"('node', 4803420021)",,,,shelter,,,,,[],,,,,,,,,新宿区,,,,,"10, 花園通り, 新宿一丁目, 新宿区, 東京都, 160-0022, 日本",,,,,,,,POINT (139.7126443 35.6899544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7126443 35.6899544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4938042045)",,,,shelter,,,,,[],,,,,,,,,品川区,,,,,"八潮五丁目, Yashio, 品川区, 東京都, 1400003, 日本",,,,,,,,POINT (139.7538217 35.5967832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7538217 35.5967832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4954251712)",,,,shelter,,,,,[],,,,,,,,,町田市,,,,,"公園管理事務所, 東橋, 高ヶ坂一丁目, 町田市, 東京都, 194-8567, 日本",,,,,,,,POINT (139.4516681 35.5473146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4516681 35.5473146),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('node', 4954251713)",,,,shelter,,,,,[],,,,,,,,,町田市,,,,,"高ヶ坂一丁目, 町田市, 東京都, 194-8567, 日本",,,,,,,,POINT (139.4522922 35.5473158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4522922 35.5473158),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('node', 5434741729)",,,,shelter,,,,,[],,,,,,,,,小金井市,,,,,"中町二丁目, 小金井市, 東京都, 184-0012, 日本",,,,,,,,POINT (139.5212949 35.6987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.5212949 35.6987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 5486488642)",,,,shelter,,,,,[],,,,,,,,,江戸川区,,,,,"ルーテル保育園, 千葉街道, 南小岩三丁目, 江戸川区, 東京都, 133-0052, 日本",,,,,,,,POINT (139.8842937 35.7254888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.8842937 35.7254888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 5500162082)",,,,shelter,,,,,[],,,,,,,,,千代田区,,,,,"無料休憩所, 行幸通り, 丸の内1, 皇居外苑, 神田, 千代田区, 東京都, 100-0005, 日本",,,,,,,,POINT (139.7612423 35.6831073),,,,,,,,,,,,,,,,,,無料休憩所,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7612423 35.6831073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 5658151885)",,,,shelter,,,,,[],,,,,,,,,町田市,,,,,"六角亭, 恩田川自転車歩行者専用道路, 南大谷, 町田市, 東京都, 194-0031, 日本",,,,,,,,POINT (139.466275 35.549518),,,,,,,,,,,,,,,,,,六角亭,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.466275 35.549518),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 5855451384)",,,,shelter,,,,,[],,,,,,,,,北区,,,,,"正岡子規赤羽根土筆摘み歌句碑, 中十条赤羽線, 中十条四丁目, 北区, 東京都, 114-0032, 日本",,,,,,,,POINT (139.721525 35.7688937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.721525 35.7688937),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6011886821)",,,,shelter,,,,,[],,,,,,,,,町田市,,,,,"さくら通り, 三輪緑山二丁目, 町田市, 東京都, 1950055, 日本",,,,,,,,POINT (139.4869077 35.5677481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4869077 35.5677481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6026325204)",,,,shelter,,,,,[],,,,,,,,,文京区,,,,,"文京区立 湯島小学校, 春日通り, 湯島四丁目, 文京区, 東京都, 113-0034, 日本",,,,,,,,POINT (139.7666686 35.7061649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7666686 35.7061649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6086064599)",,,,shelter,,,,,[],,,,,,,,,世田谷区,,,,,"駒沢オリンピック公園総合運動場, ジョギングコース, 深沢二丁目, 世田谷区, 東京都, 158-0081, 日本",,,,,,,,POINT (139.6634398 35.6272414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.6634398 35.6272414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6255255064)",,,,shelter,,,,,[],,,,,,,,,町田市,,,,,"水琴窟, 成瀬中央通り, 南成瀬四丁目, 町田市, 東京都, 194-0045, 日本",,,,,,,,POINT (139.4773972 35.5363005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4773972 35.5363005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6277660879)",,,,shelter,,,,,[],,,,,,,,,豊島区,,,,,"大塚三業通り, 南大塚一丁目, 豊島区, 東京都, 112-8610, 日本",,,,,,,,POINT (139.7311551 35.7178445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7311551 35.7178445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6277672219)",,,,shelter,,,,,[],,,,,,,,,豊島区,,,,,"お茶の水女子大学, 2-1-1, 大塚三業通り, 南大塚一丁目, 豊島区, 東京都, 112-8610, 日本",,,,,,,,POINT (139.7311898 35.717695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7311898 35.717695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6277672521)",,,,shelter,,,,,[],,,,,,,,,豊島区,,,,,"大塚三業通り, 南大塚一丁目, 豊島区, 東京都, 112-8610, 日本",,,,,,,,POINT (139.7311684 35.7177766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7311684 35.7177766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6277675007)",,,,shelter,,,,,[],,,,,,,,,豊島区,,,,,"お茶の水女子大学, 2-1-1, 大塚三業通り, 南大塚一丁目, 豊島区, 東京都, 112-8610, 日本",,,,,,,,POINT (139.7316723 35.7184641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7316723 35.7184641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6483740613)",,,,shelter,,,,,[],,,,,,,,,小平市,,,,,"中央公園管理棟, 府中街道, 津田町二丁目, 小平市, 東京都, 187-0024, 日本",,,,,,,,POINT (139.4623459 35.7217945),,,,,,,,,,,,,,,,,,中央公園管理棟,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4623459 35.7217945),,,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6483772484)",,,,shelter,,,,,[],,,,,,,,,小平市,,,,,"消防団第二分団倉庫, 四小通り, 津田町三丁目, 小平市, 東京都, 187-0045, 日本",,,,,,,,POINT (139.4706309 35.722885),,,,,,,,,,,,,,,,,,消防団第二分団倉庫,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4706309 35.722885),,,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6652481720)",,,,shelter,,,,,[],,,,,,,,,江東区,,,,,"安藤ギャラリー, 三ツ目通り, 平野三丁目, 江東区, 東京都, 135-0021, 日本",,,,,,,,POINT (139.8056161 35.6772698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.8056161 35.6772698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6743608561)",,,,shelter,,,,,[],,,,,,,,,江東区,,,,,"越中島, 琴平通り, 豊洲一丁目, 牡丹三丁目, 江東区, 東京都, 135-0047, 日本",,,,,,,,POINT (139.7951814 35.6694706),,,,,,,,,,,,,,,,,,,,,,,,,,,,藤棚とベンチ,,,,,,Tokyo,,,POINT (139.7951814 35.6694706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6824701186)",,,,shelter,,,,,[],,,,,,,,,葛飾区,,,,,"至 金町、水戸　四つ木道, プロムナードお花茶屋, お花茶屋一丁目, 葛飾区, 東京都, 1240005, 日本",,,,,,,,POINT (139.843617 35.7551475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.843617 35.7551475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6824701189)",,,,shelter,,,,,[],,,,,,,,,葛飾区,,,,,"四つ木五丁目, 葛飾区, 東京都, 1240005, 日本",,,,,,,,POINT (139.8434994 35.7548503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.8434994 35.7548503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6878486827)",,,,shelter,,,,,[],,,,,,,,,港区,,,,,"南麻布四丁目, 麻布, 港区, 東京都, 106-0047, 日本",,,,,,,,POINT (139.7251072 35.6519341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7251072 35.6519341),,,,,,,,,,,,,,sun_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7085873394)",,,,shelter,,,,,[],,,,,,,,,墨田区,,,,,"北斎お休み処, 北斎通り, 亀沢四丁目, 江東橋2, 墨田区, 東京都, 130-0014, 日本",,,,,,,,POINT (139.7990258 35.697128),,,,,,,,,,,,,,,,,,北斎お休み処,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7990258 35.697128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7306032444)",,,,shelter,,,yes,,[],,,,,,,,,町田市,,,,,"芹ヶ谷公園グラウンド, 大階段, 高ヶ坂一丁目, 町田市, 東京都, 194-0013, 日本",,,,,,,,POINT (139.4550971 35.5469817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4550971 35.5469817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7306032445)",,,,shelter,,,yes,,[],,,,,,,,,町田市,,,,,"芹ヶ谷公園 冒険遊び場前駐車場, デッキスロープ, 高ヶ坂一丁目, 町田市, 東京都, 194-0014, 日本",,,,,,,,POINT (139.4559358 35.5462729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4559358 35.5462729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7658076078)",,,,shelter,,,,,[],,,,,,,,,足立区,,,,,"舎人公園管理所, 舎人公園通り, 古千谷一丁目, 足立区, 東京都, 121-0823, 日本",,,,,,,,POINT (139.7728 35.7973546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7728 35.7973546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7658082756)",,,,shelter,,,,,[],,,,,,,,,足立区,,,,,"西伊興三丁目, 足立区, 東京都, 123-0862, 日本",,,,,,,,POINT (139.7755364 35.7974634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7755364 35.7974634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7919005620)",,,,shelter,,,,,[],,,,,,,,,荒川区,,,,,"荒川五丁目, 荒川区, 東京都, 116-0002, 日本",,,,,,,,POINT (139.7739118 35.7389115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7739118 35.7389115),,,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('node', 8008883491)",,,,shelter,,,yes,,[],,,,,,,,,杉並区,,,,,"あずまや, 東京外環自動車道（中央JCT-大泉JCT・南行き）（建設中）, 北野, 杉並区, 東京都, 177-0044, 日本",,,,,,,,POINT (139.5913956 35.7139285),,,,,,,,,,,,,,,,,,あずまや,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.5913956 35.7139285),,,,,,,,,,,,,,lean_to,,,,,,,,,,,,,,,,,,,,,,,
"('node', 8599928171)",,,,shelter,,,yes,,[],,,,,,,,,町田市,,,,,"高ヶ坂石器時代遺跡（八幡平遺跡）, 東坂, 高ヶ坂二丁目, 町田市, 東京都, 194-0014, 日本",,,,,,,,POINT (139.4566892 35.545352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4566892 35.545352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 8621691076)",,,,shelter,,,yes,,[],,,,,,,,,府中市,,,,,"分倍河原古戦場, 新田緑道, 分梅町二丁目, 府中市, 東京都, 183-0033, 日本",,,,,,,,POINT (139.4640458 35.663356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4640458 35.663356),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 8807001552)",,,,shelter,,,,,[],,,,,,,,,千代田区,,,,,"PARK SIDE 1, 外堀通り, 神田司町2, 神田司町, 神田, 千代田区, 東京都, 101-0048, 日本",,,,,,,,POINT (139.767884 35.6931112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.767884 35.6931112),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 8849285196)",,,,shelter,,,,,[],,,,,,,yes,,荒川区,,,,,"南千住車庫前, 山谷通り, 南千住二丁目, 南千住, 荒川区, 東京都, 116-0003, 日本",,,,,,,,POINT (139.7984122 35.731316),,bus_stop,,,,,,,,,,,,,,,,南千住車庫前,,,南千住車庫前,,,,,,,,,,東京都交通局,,,Tokyo,,,POINT (139.7984122 35.731316),,,platform,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('node', 8930649967)",,,,shelter,,,,,[],,,,,,,,,千代田区,,,,,"神田駅西口商店街喫煙所, 神田駅西口通り, 内神田2, 内神田, 神田, 千代田区, 東京都, 101-0047, 日本",,,,,,,,POINT (139.767947 35.6912988),,,,,,,,,,,,1,,,,,,神田駅西口商店街喫煙所,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.767947 35.6912988),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 8976002268)",,,,shelter,,,yes,,"['35.523738', '35.5261249', '139.4539142', '139.456492']",,,,,,,,,町田市,,,,,"神奈川県立上鶴間高等学校, 境川ゆっくりロード, 上鶴間本町八丁目, 南区, 町田市, 相模原市, 神奈川県, 194-0012, 日本",,,,,,,,POINT (139.4561054 35.5239663),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4561054 35.5239663),194-0012,神奈川県,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 9019897696)",,,,shelter,,,,,"['35.5743428', '35.5755199', '139.5059219', '139.5084043']",,,,,,,,,町田市,,,,,"寺家町, 青葉区, 町田市, 横浜市, 神奈川県, 231-0017, 日本",,,,,,,,POINT (139.5069397 35.5754935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.5069397 35.5754935),231-0017,神奈川県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 9132071915)",,,,shelter,,,yes,,[],,,,,,,,,町田市,,,,,"真光寺2, 町田市, 東京都, 195-0061, 日本",,,,,,,,POINT (139.4703506 35.6002861),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.4703506 35.6002861),,,,,,,,,,,,,,picnic_shelter,,survey,,,,,,,,,,,,,,,,,,,,,
"('node', 9194927535)",,,,shelter,,,,,[],,,,,,,,,中央区,,,,,"東京湾1号埋め立て地, 清澄通り, 勝どき3, 勝どき, 中央区, 東京都, 104-0054, 日本",,,,,,,,POINT (139.7835709 35.6682959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7835709 35.6682959),,,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('node', 9211537490)",,,,shelter,,,,,[],,,,,,,,,葛飾区,,,,,"堀切菖蒲園, 東京都道450号新荒川葛西堤防線, 堀切四丁目, 葛飾区, 東京都, 124-0006, 日本",,,,,,,,POINT (139.8260263 35.742023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.8260263 35.742023),,,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('node', 9239228232)",,,,shelter,,,,,[],,,,,,,,,足立区,,,,,"ベビー休憩室, 尾久橋通り, 谷在家三丁目, 西伊興町, 足立区, 東京都, 123-0862, 日本",,,,,,,,POINT (139.7720075 35.7930307),,,,,,,,,,,,,,,,,,ベビー休憩室,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.7720075 35.7930307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 9270992079)",,,,shelter,,,,,[],,,,,,,,,葛飾区,,,,,"青戸七丁目東, , 青戸七丁目, 葛飾区, 東京都, 125-8503, 日本",,,,,,,,POINT (139.8557427 35.7550413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,,,POINT (139.8557427 35.7550413),,,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('way', 46867229)",,,,shelter,,,,,[],,,,,,,,,世田谷区,,,,,"砧公園, 世田谷区, 東京都, 日本",,,,,,,,"POLYGON ((139.6199088 35.6302396, 139.619736 35.6302383, 139.619736 35.6303992, 139.619912 35.6303979, 139.61991 35.6303056, 139.6199088 35.6302396))",,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,"[598415509, 598415514, 598415517, 598415518, 598415519, 598415509]",,,,,,,Tokyo,,,POINT (139.6198229323859 35.63031899779145),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('way', 149843322)",,,,shelter,,,,,[],,yes,,,,,,,大田区,,,,,"城南島四丁目, 城南島, 大田区, 東京都, 143-0002, 日本",,,,,,,,"POLYGON ((139.7863783 35.5806055, 139.7864164 35.5805196, 139.7863611 35.5805033, 139.786323 35.5805893, 139.7863783 35.5806055))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1627848935, 1627848910, 1627848906, 1627848929, 1627848935]",,,,,,,Tokyo,,,POINT (139.786369697508 35.58055441852631),,,,,,,,,,,,,,,,"Bing,2007,survey",,,,,,,,,,,,,,,,,,,,,
"('way', 149843378)",,,,shelter,,,,,[],,yes,,,,,,,大田区,,,,,"城南島四丁目, 城南島, 大田区, 東京都, 143-0002, 日本",,,,,,,,"POLYGON ((139.7839656 35.5785385, 139.78418 35.5787331, 139.7842217 35.5787027, 139.7840073 35.5785081, 139.7839656 35.5785385))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1627848625, 1627848635, 1627848633, 1627848620, 1627848625]",,,,,,,Tokyo,,,POINT (139.78409365 35.5786206),,,,,,,,,,,,,,,,"Bing,2007",,,,,,,,,,,,,,,,,,,,,
"('way', 149844247)",,,,shelter,,,,,[],,yes,,,,,,,大田区,,,,,"京浜大橋, 357, 東海三丁目, 京浜島, 大田区, 東京都, 143-0001, 日本",,,,,,,,"POLYGON ((139.756592 35.5779407, 139.7566068 35.577899, 139.7565516 35.5778861, 139.7565369 35.5779278, 139.756592 35.5779407))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1627856831, 1627856827, 1627856824, 1627856828, 1627856831]",,,,,,,Tokyo,,,POINT (139.7565718294394 35.57791339473741),,,,,,,,,,,,,,,,"Bing,2007",,,,,,,,,,,,,,,,,,,,,
